k5,entropy,total,n,stress,bb,workout
1787840700000,0.08380594969510449,1051,4,67.0,62.0,False
1787841000000,0.6181914469267661,5934,8,63.0,61.0,False
1787841300000,0.44701381113194083,8983,10,56.0,60.0,False
1787841600000,0.6250345323295178,8750,8,46.0,60.0,False
1787841900000,0.8379724167834628,10155,10,38.0,60.0,False
1787842200000,0.5960925166357648,5610,10,46.0,59.0,False
1787842500000,0.8999201652016882,5181,8,45.0,59.0,False
1787842800000,0.5096399058249876,5727,10,48.0,59.0,False
1787843100000,0.5100722381097916,4442,10,38.0,58.0,False
1787843400000,0.4855097629072164,5891,9,52.0,58.0,False
1787843700000,0.8119870354646584,4888,10,33.0,58.0,False
1787844000000,0.5658636522852669,2716,8,46.0,57.0,False
1787844300000,0.5151498840473915,5415,8,28.0,56.0,False
1787844600000,0.7559838621813141,1882,8,49.0,56.0,False
1787848800000,0.46939649575843473,2137,5,69.0,50.0,False
1787849100000,0.2787558442295702,4156,9,68.0,50.0,False
1787849400000,0.31566591701990215,1907,5,49.0,49.0,False
1787849700000,0.384421067428908,6796,10,55.0,49.0,False
1787850000000,0.031450328925894964,955,6,52.0,48.0,False
1787850300000,0.39825240104794435,1963,7,25.0,48.0,False
1787851200000,0.3013443365201555,6217,9,52.0,47.0,False
1787851500000,0.023459086839812574,1637,6,81.0,47.0,False
1787851800000,0.4266869876377064,2955,6,63.0,46.0,False
1787852100000,0.05182571948095062,1330,8,63.0,46.0,False
1787852400000,0.5302851472232211,4532,10,54.0,45.0,False
1787852700000,0.7046784194834569,4176,9,52.0,45.0,False
1787853600000,0.9842488492796291,3288,8,47.0,44.0,False
1787853900000,0.7586570568326352,4297,10,66.0,43.0,False
1787854200000,0.2005927733927933,1503,10,68.0,42.0,False
1787854500000,0.8103348032238765,4422,10,52.0,42.0,False
1787854800000,0.7535951926330563,3013,10,48.0,42.0,False
1787855100000,0.6569445848014953,2412,10,54.0,41.0,False
1787855400000,0.46302628687934827,1643,10,43.0,41.0,False
1787855700000,0.5916818637341847,2257,10,50.0,41.0,False
1787856000000,0.5813661432650963,3373,10,48.0,41.0,False
1787856300000,0.5429381062821126,3411,10,52.0,40.0,False
1787856600000,0.7823362775655873,3103,8,38.0,40.0,False
1787856900000,0.8525211678909752,7474,10,40.0,40.0,False
1787857200000,0.8559913147236914,5416,10,46.0,40.0,False
1787857500000,0.6461919949100217,6373,10,44.0,39.0,False
1787857800000,0.6590964688252317,2992,10,47.0,38.0,False
1787858100000,0.6295199304167888,9372,10,41.0,38.0,False
1787858400000,0.5207105773543833,1160,10,42.0,38.0,False
1787858700000,0.5095504229234502,4452,10,40.0,38.0,False
1787859000000,0.6910949412938061,2342,9,42.0,38.0,False
1787859300000,0.4568154379528847,3315,10,38.0,38.0,False
1787859600000,0.9387313417520149,6699,10,43.0,37.0,False
1787859900000,0.9960766458329429,10658,10,40.0,37.0,False
1787860200000,0.784876061215601,3403,10,50.0,36.0,False
1787860500000,0.6360610743549283,7593,10,44.0,36.0,False
1787860800000,0.7985188429631304,5828,10,52.0,36.0,False
1787861100000,0.4582865760634493,5451,10,38.0,36.0,False
1787861400000,0.49045715426627157,5807,10,45.0,36.0,False
1787861700000,0.6190666733123923,2920,10,46.0,36.0,False
1787862000000,1.0143103432963845,4562,10,50.0,35.0,False
1787862300000,0.578799806875107,4061,10,34.0,35.0,False
1787862600000,0.7038640674174483,2900,9,50.0,34.0,False
1787862900000,0.7116776948828303,3156,10,58.0,34.0,False
1787863200000,0.8722456623150987,3635,9,34.0,34.0,False
1787867700000,0.6321596785209662,6353,10,50.0,30.0,False
1787868000000,0.4853122957729397,8948,10,40.0,29.0,False
1787868300000,0.5046716999831733,4537,10,46.0,29.0,False
1787868600000,0.9370890842965365,6416,10,40.0,29.0,False
1787868900000,0.7361300028876592,2269,5,37.0,29.0,False
1787869200000,0.8381345987136216,4191,6,36.0,29.0,False
1787869500000,0.34876499288260604,1412,4,25.0,29.0,False
1787869800000,0.19701793191491254,3278,9,35.0,28.0,False
1787870400000,1.0011729786902235,3538,5,54.0,28.0,False
1787870700000,0.44368904246252383,5914,10,34.0,28.0,False
1787871000000,0.46409268495743095,1189,6,36.0,27.0,False
1787886000000,0.5351648102805222,1523,5,22.0,19.0,False
1787886300000,0.3735935905606692,3203,7,37.0,19.0,False
1787887500000,0.6230921957365787,823,2,28.0,18.0,False
1787887800000,0.4811293579429946,6330,10,24.0,18.0,False
1787888100000,0.14048854945002448,1711,9,24.0,18.0,False
1787888400000,0.36835027408772325,5727,7,23.0,18.0,False
1787888700000,0.10749871378229696,4123,8,24.0,18.0,False
1787889000000,0.2429527269543302,3958,10,20.0,18.0,False
1787889300000,0.1574757517745446,5308,10,17.0,18.0,False
1787889600000,0.42936735089078837,8524,10,18.0,18.0,False
1787889900000,0.20701189690809546,4497,10,19.0,18.0,False
1787890200000,0.26862750041553546,6388,10,19.0,18.0,False
1787890500000,0.3133937549069333,8055,10,16.0,18.0,False
1787890800000,0.390713286031418,5394,7,36.0,20.0,False
1787891100000,0.6193821946787638,13,1,18.0,20.0,False
1787924100000,1.067720286031592,1911,3,76.0,74.0,False
1787924400000,0.8964629151931781,6267,10,58.0,73.0,False
1787924700000,0.3974469539975278,5793,8,56.0,72.0,False
1787925000000,0.6250874189997987,4457,8,59.0,72.0,False
1787925300000,0.0945151111181277,3640,9,52.0,71.0,False
1787925600000,0.20491096550710797,6561,10,55.0,70.0,False
1787925900000,0.7755003128573105,2221,3,65.0,69.0,False
1787926200000,0.6167683715383914,7168,10,46.0,69.0,False
1787926500000,0.27064597554676395,10560,10,64.0,68.0,False
1787926800000,0.10948733543977669,12528,10,62.0,68.0,False
1787927100000,0.0424787343835943,11411,10,58.0,67.0,False
1787941800000,0.7292090222895785,3488,4,64.0,36.0,False
1787942100000,0.3726754506944594,6841,9,74.0,36.0,False
1787942400000,0.01019357123822266,3165,9,80.0,35.0,False
1787942700000,0.20781193265665682,3204,9,82.0,35.0,False
1787943000000,0.030079532371814294,7016,10,76.0,34.0,False
1787943300000,0.4895988239569126,5927,10,72.0,34.0,False
1787943600000,1.1551737979300907,526,1,70.0,33.0,False
1788007800000,0.6298832399463397,3601,10,42.0,78.0,False
1788008400000,0.5090718695801095,2513,10,43.0,77.0,False
1788008700000,0.982386296267287,2530,9,43.0,76.0,False
1788012000000,0.6532874196845563,3480,9,42.0,69.0,False
1788012300000,0.6986029974800291,1471,6,40.0,69.0,False
1788012900000,0.6813601134717941,1480,2,50.0,68.0,False
1788013500000,0.0,37,1,47.0,67.0,False
1788013800000,0.053277801502700006,375,1,47.0,66.0,False
1788014100000,1.037817259027425,5094,10,53.0,66.0,False
1788014400000,0.5287331771983566,3746,7,35.0,65.0,False
1788014700000,0.028193633007366676,351,1,55.0,65.0,False
1788015000000,0.7504242698432453,1874,3,50.0,64.0,False
1788015300000,1.0196789355425966,4427,10,62.0,64.0,False
1788015600000,0.9958318677248181,4435,10,47.0,63.0,False
1788015900000,0.9381502900824144,2865,8,58.0,62.0,False
1788016200000,0.6851428103741457,2964,9,63.0,62.0,False
1788016500000,0.8190883614668935,5576,14,63.0,61.0,False
1788016800000,0.8119939263691331,9622,17,50.0,61.0,False
1788017100000,0.503247884976101,17618,19,34.0,60.0,False
1788017400000,0.0729061878890191,21211,19,44.0,60.0,False
1788017700000,0.33021539675896394,22985,20,47.0,60.0,False
1788018000000,0.47203708906214975,20840,19,30.0,59.0,False
1788018300000,0.8334455461829705,28406,19,35.0,59.0,False
1788018600000,0.7975249049239235,10955,20,31.0,59.0,False
1788018900000,0.6248172726444523,15653,16,24.0,59.0,False
1788019200000,1.0760047836488142,5403,10,40.0,58.0,False
1788019800000,0.5331856763473362,3010,5,29.0,58.0,False
1788020100000,0.6187141146483531,6048,16,33.0,57.0,False
1788020400000,0.0,2,2,74.0,56.0,False
1788020700000,0.0,4,2,67.0,56.0,False
1788021300000,0.0,8,3,39.0,55.0,False
1788022200000,0.019005664087242708,118,7,45.0,54.0,False
1788022500000,0.11847784091520983,290,16,42.0,53.0,False
1788022800000,0.35123040256389415,10615,19,48.0,53.0,False
1788023100000,0.3559610497247825,4437,10,53.0,52.0,False
1788023400000,0.09021189549743318,10578,19,29.0,52.0,False
1788023700000,0.29657527494716246,3621,11,45.0,52.0,False
1788024000000,0.5931058756722288,9233,9,27.0,51.0,False
1788024300000,0.34364745321299367,6905,10,47.0,51.0,False
1788024600000,0.16098504738548117,4077,5,49.0,51.0,False
1788024900000,0.03494457487696367,290,7,42.0,50.0,False
1788025200000,0.06699937051275447,62,7,34.0,50.0,False
1788025500000,0.2668181610809401,2548,9,32.0,50.0,False
1788025800000,0.2192273963125621,6783,10,36.0,50.0,False
1788026100000,0.27968283531912463,2108,5,26.0,49.0,False
1788026400000,0.47573000589238446,7887,8,60.0,49.0,False
1788026700000,0.2958562397904262,1475,5,28.0,49.0,False
1788027000000,0.0,10,3,34.0,49.0,False
1788027300000,0.09379911871785625,615,5,32.0,49.0,False
1788027600000,0.5639440245742038,1096,2,35.0,48.0,False
1788027900000,0.9405087507387808,9051,7,34.0,48.0,False
1788028200000,0.4688554302462821,4147,7,35.0,48.0,False
1788028500000,0.7141919123302461,8650,9,36.0,48.0,False
1788028800000,0.17141198963322643,12266,10,32.0,47.0,False
1788029100000,0.047202101641173985,7934,8,45.0,47.0,False
1788029400000,0.8542771391622251,5389,9,53.0,46.0,False
1788029700000,0.5689357829937044,1466,8,61.0,46.0,False
1788030000000,0.9378775272347516,1525,5,59.0,46.0,False
1788030300000,0.7142251886630993,6159,10,55.0,45.0,False
1788030600000,0.04203149141520357,10615,9,41.0,45.0,False
1788030900000,0.17117822829577525,8595,9,52.0,44.0,False
1788031200000,0.1837269362874292,7467,10,50.0,44.0,False
1788031500000,0.7736348248870379,2259,5,66.0,44.0,False
1788032400000,0.6010755913269181,3927,8,34.0,42.0,False
1788032700000,0.29504644375934735,3686,8,33.0,42.0,False
1788033000000,0.0,27,8,38.0,42.0,False
1788033300000,0.0,31,10,36.0,41.0,False
1788033600000,0.12309310846324154,123,8,32.0,41.0,False
1788033900000,0.4325094499591183,2504,8,36.0,41.0,False
1788034200000,0.6643843505171501,2339,10,44.0,41.0,False
1788034500000,1.1097323439574818,3565,9,30.0,41.0,False
1788034800000,0.19149840022572245,4093,8,26.0,40.0,False
1788035100000,0.19747474601884663,5247,9,29.0,40.0,False
1788035400000,0.4730404188135709,7262,10,25.0,40.0,False
1788035700000,0.4284567231442785,5907,9,25.0,40.0,False
1788036000000,0.5183735954499392,3818,9,30.0,40.0,False
1788036300000,0.5875292622721284,5398,9,40.0,40.0,False
1788036600000,0.6051201138373917,5537,9,40.0,39.0,False
1788036900000,0.596425552549686,5285,9,46.0,39.0,False
1788037200000,0.6730771990707625,6191,10,55.0,38.0,False
1788037500000,0.5545711451530969,1452,2,52.0,38.0,False
1788039900000,0.5105914894495405,1515,4,25.0,36.0,False
1788040200000,0.7132659093778815,2870,7,24.0,36.0,False
1788040500000,0.06944852045049653,6052,9,21.0,36.0,False
1788040800000,0.4878080690911253,1065,2,26.0,36.0,False
1788042000000,0.6372579849733423,2107,6,25.0,35.0,False
1788042300000,0.14191345966180713,4021,9,25.0,35.0,False
1788042600000,0.1870100142624999,1598,10,28.0,35.0,False
1788042900000,0.6393431610106101,4232,9,26.0,34.0,False
1788043200000,0.17404211865064764,1445,6,25.0,34.0,False
1788043500000,0.3264417290917206,1679,4,24.0,34.0,False
1788043800000,0.1505754056072724,293,4,26.0,34.0,False
1788044100000,0.44987035748524806,528,2,29.0,34.0,False
1788044700000,0.03942800688727642,312,2,23.0,34.0,False
1788045000000,0.0,2,1,20.0,33.0,False
1788045300000,0.5800154761154268,1771,5,18.0,33.0,False
1788045600000,0.32291445724677187,1048,8,22.0,33.0,False
1788045900000,0.6244870624502128,1589,8,23.0,33.0,False
1788046200000,0.09828527850951346,929,9,19.0,33.0,False
1788046500000,0.12810384804216568,44,3,22.0,33.0,False
1788046800000,0.0,203,5,25.0,33.0,False
1788047100000,0.38795800729283886,3424,9,22.0,33.0,False
1788047400000,0.17452977142518789,7324,9,30.0,33.0,False
1788047700000,0.03814956994092583,9322,9,23.0,33.0,False
1788048000000,0.042477470061870526,8519,10,25.0,33.0,False
1788048300000,0.0385020751543601,8820,9,26.0,33.0,False
1788048600000,0.5925968365872558,7094,10,49.0,33.0,False
1788048900000,1.0216866078833644,3781,9,28.0,33.0,False
1788049200000,0.7668345838579966,6420,11,29.0,33.0,False
1788049500000,0.9178972915469348,25158,19,26.0,32.0,False
1788049800000,0.9612628555673055,17761,19,26.0,32.0,False
1788050100000,0.6002257391425632,16115,19,28.0,32.0,False
1788050400000,1.1498974766175412,7323,19,40.0,32.0,False
1788050700000,0.6023035669485325,3790,12,48.0,31.0,False
1788051600000,0.9231934561054442,6315,8,30.0,31.0,False
1788051900000,0.0,3,1,40.0,31.0,False
1788053100000,0.7364879668455072,2201,4,34.0,30.0,False
1788053400000,0.3298814075677977,715,3,30.0,29.0,False
1788053700000,0.9460885569029093,2797,3,30.0,29.0,False
1788054600000,1.2176711625680339,269,1,55.0,29.0,False
1788097800000,0.6354215501465909,6957,7,49.0,84.0,False
1788103200000,0.0,1,1,78.0,70.0,False
1788103500000,0.7663883936445193,17802,20,60.0,69.0,False
1788103800000,0.8375372691839292,17543,19,68.0,68.0,False
1788104100000,0.7696245842687783,8450,19,79.0,68.0,False
1788104400000,0.9449184010064549,8424,20,84.0,66.0,False
1788104700000,1.000848844450807,4873,18,76.0,66.0,False
1788105000000,0.500868316174752,8694,20,80.0,66.0,False
1788105300000,0.6552595867320367,11437,19,70.0,65.0,False
1788105600000,0.5300643883654453,15739,19,70.0,64.0,False
1788105900000,1.000877101877458,11075,20,62.0,64.0,False
1788106200000,0.48652976836360556,8047,19,73.0,63.0,False
1788106500000,0.8356497523902637,14510,18,66.0,62.0,False
1788106800000,0.7120846389158528,9440,19,48.0,62.0,False
1788107100000,0.8968213243519931,8879,20,60.0,61.0,False
1788107400000,0.9660606911032303,6190,19,67.0,60.0,False
1788107700000,0.7167388947318798,5981,20,58.0,60.0,False
1788108000000,0.2633060809550525,4103,16,76.0,59.0,False
1788108300000,0.9077014112619919,7426,19,68.0,58.0,False
1788108600000,0.8067229645127505,12757,20,64.0,58.0,False
1788108900000,1.0729952479979452,8358,18,60.0,57.0,False
1788109200000,0.6112333842059727,8943,19,60.0,57.0,False
1788109500000,0.6352955212579408,3980,16,63.0,56.0,False
1788109800000,0.33015683312198235,158,2,71.0,55.0,False
1788111300000,0.31933071423573756,2890,7,50.0,54.0,False
1788111600000,0.5703429698516949,13937,20,64.0,53.0,False
1788111900000,0.5405601122277511,8207,14,62.0,52.0,False
1788112200000,0.455991998877579,2736,13,62.0,52.0,False
1788112500000,0.7784742876974763,11830,12,40.0,52.0,False
1788120000000,0.23717271878111984,258,4,68.0,41.0,False
1788120300000,1.0507345852219747,214,2,75.0,40.0,False
1788145200000,0.0,4,2,70.0,12.0,False
1788145500000,0.7955351193943982,10835,11,65.0,12.0,False
1788145800000,0.22584570674724067,22483,20,52.0,12.0,False
1788146100000,0.22841688764074936,13410,16,54.0,12.0,False
1788146400000,0.7128421578252306,12959,17,49.0,12.0,False
1788175500000,0.9428240964302348,11614,13,61.0,58.0,False
1788175800000,0.6610070087899188,2994,5,70.0,57.0,False
1788176400000,0.5165251011208327,3695,6,44.0,56.0,False
1788176700000,0.6613747656085109,20025,19,58.0,56.0,False
1788177000000,0.7345296706593537,14482,14,53.0,55.0,False
1788177600000,0.426336225703442,11774,17,66.0,54.0,False
1788177900000,0.367470433679084,4138,8,64.0,53.0,False
1788178500000,0.31159890858309747,1442,2,72.0,52.0,False
1788178800000,0.3884717476383533,270,2,68.0,52.0,False
1788179100000,0.11887931536267714,476,3,65.0,51.0,False
1788179400000,0.3566417478312451,3877,14,54.0,51.0,False
1788179700000,0.409044293709203,2831,11,59.0,50.0,False
1788180000000,0.40027861033329465,3898,14,39.0,50.0,False
1788180300000,0.6118624354712362,6672,16,56.0,50.0,False
1788180600000,0.07788305580786888,3509,14,54.0,49.0,False
1788180900000,0.56258626289396,9601,16,56.0,49.0,False
1788182700000,0.46471421188016554,3025,6,59.0,47.0,False
1788183000000,0.7904671569209568,18981,18,38.0,46.0,False
1788183300000,1.0209471409681627,16864,19,54.0,46.0,False
1788183600000,0.6632896466969629,13470,20,61.0,46.0,False
1788190500000,0.17310575359108785,136,1,68.0,38.0,False
1788190800000,0.8378388468199001,9687,19,63.0,37.0,False
1788191100000,0.8084965035170815,6462,19,64.0,37.0,False
1788191400000,0.3848436605284017,4600,20,72.0,36.0,False
1788191700000,0.607706142656621,3144,19,65.0,36.0,False
1788192000000,0.6835706189213114,2895,12,53.0,36.0,False
1788193800000,0.415950481399283,3168,20,71.0,33.0,False
1788194100000,0.08932364716967778,22097,19,66.0,33.0,False
1788194400000,0.21076501703000275,14524,19,85.0,33.0,False
1788194700000,0.5022342998943847,2598,20,68.0,32.0,False
1788195000000,0.49474278253790327,6272,18,55.0,32.0,False
1788195300000,0.9036231202462328,8136,19,68.0,32.0,False
1788195600000,0.7849325011541763,9016,20,66.0,32.0,False
1788195900000,1.0649761963367805,9586,19,64.0,31.0,False
1788196200000,1.1669197093135306,6178,19,59.0,31.0,False
1788196500000,1.0412838487146323,8526,15,64.0,30.0,False
1788196800000,0.9101709660224877,8326,10,72.0,30.0,False
1788197100000,0.8887044669139811,5541,9,71.0,29.0,False
1788197400000,1.0770887798702817,4431,8,67.0,29.0,False
1788197700000,0.8419516984908559,11467,14,56.0,29.0,False
1788198000000,0.8491889926855565,11846,20,58.0,29.0,False
1788198300000,0.9815416325411582,4377,16,59.0,29.0,False
1788198600000,0.581057053042154,5391,8,50.0,28.0,False
1788198900000,0.6955844917836702,7459,9,58.0,28.0,False
1788199200000,0.864892437968638,5906,9,54.0,28.0,False
1788199500000,0.7881595095684654,1760,4,41.0,28.0,False
1788199800000,0.9925688895925503,4682,9,43.0,27.0,False
1788200100000,0.5068601741533783,5332,9,52.0,27.0,False
1788200400000,0.08453017003942989,14894,10,56.0,27.0,False
1788200700000,0.8473881353892204,3637,9,65.0,27.0,False
1788201000000,0.7185823864223397,3632,10,60.0,26.0,False
1788201300000,1.3821833343469017,143,1,48.0,26.0,False
1788202500000,1.1244500798322523,3013,3,58.0,25.0,False
1788202800000,0.9555608925771677,11296,18,54.0,25.0,False
1788203100000,1.0224503140287844,20699,20,48.0,25.0,False
1788203400000,0.7916397489326331,7287,19,64.0,25.0,False
1788203700000,0.6627538172711143,9920,17,43.0,25.0,False
1788204000000,0.7067654397323067,18486,18,45.0,24.0,False
1788204300000,0.7447739708289798,15789,19,46.0,24.0,False
1788204600000,0.8146084496409653,14306,20,38.0,24.0,False
1788204900000,0.726880884175092,10651,14,46.0,24.0,False
1788205200000,0.6410143745599993,4855,15,57.0,23.0,False
1788205500000,0.8772122790374578,13602,19,49.0,23.0,False
1788205800000,0.8980108437360722,8401,13,66.0,23.0,False
1788206100000,0.7631273978876353,3878,9,64.0,23.0,False
1788206400000,0.7349513278291627,2752,9,51.0,23.0,False
1788206700000,0.6272418695279495,2785,10,51.0,23.0,False
1788207000000,0.7437535655299163,2777,9,66.0,22.0,False
1788207300000,0.7437251792861151,7116,11,56.0,22.0,False
1788207600000,0.5733721201967283,6958,12,52.0,22.0,False
1788207900000,0.8834464059703969,3489,11,43.0,21.0,False
1788208200000,0.8501873471774397,6154,20,44.0,21.0,False
1788208500000,0.9170146384498893,10921,19,50.0,21.0,False
1788208800000,0.6176069098891701,16007,20,50.0,21.0,False
1788209100000,0.6768303266729683,9347,17,52.0,21.0,False
1788209400000,0.918361314590143,15502,19,54.0,20.0,False
1788209700000,0.5100653543186944,3190,19,39.0,20.0,False
1788210000000,0.5286224606487593,5696,19,60.0,20.0,False
1788210300000,0.7454935541161705,10306,17,58.0,20.0,False
1788210600000,0.6968748534710424,11528,19,58.0,20.0,False
1788210900000,0.7760223373291723,6791,19,62.0,19.0,False
1788211200000,0.7458082983533976,10167,20,52.0,19.0,False
1788211500000,0.7508599288476447,4988,18,46.0,19.0,False
1788211800000,0.8197975390694247,10109,19,52.0,19.0,False
1788212100000,0.997423458798408,5528,13,58.0,18.0,False
1788212400000,0.8894836508389717,13688,19,61.0,18.0,False
1788212700000,0.9908018296789982,17119,19,60.0,18.0,False
1788213000000,1.0254817402382108,10019,19,55.0,18.0,False
1788213300000,0.8544905243997203,3739,9,48.0,18.0,False
1788213600000,0.7679774464593861,6243,15,37.0,18.0,False
1788213900000,0.45291639666078065,4579,19,46.0,18.0,False
1788214200000,0.6694606080447519,10377,20,45.0,17.0,False
1788214500000,1.3850906262986402,2716,4,38.0,17.0,False
1788225600000,0.4498198955652518,1931,2,61.0,8.0,False
1788225900000,0.7085662349232774,15715,17,73.0,7.0,False
1788226200000,1.0178122271440946,18456,19,64.0,7.0,False
1788226500000,0.8899725812780881,12852,19,62.0,7.0,False
1788227100000,0.8711829290086099,18052,13,49.0,7.0,False
1788227400000,1.0447141464088592,18146,14,61.0,6.0,False
1788262200000,0.23732062988968014,1705,2,73.0,59.0,False
1788262800000,0.0,40,1,69.0,58.0,False
1788263100000,0.10704806818110002,928,2,74.0,57.0,False
1788263400000,0.8125009000166626,4322,10,53.0,56.0,False
1788263700000,0.5066508429437051,2418,9,43.0,56.0,False
1788264000000,0.8734958822669572,1998,5,32.0,56.0,False
1788264300000,0.6001421143742023,954,2,48.0,56.0,False
1788264600000,0.6235044717153788,2428,9,55.0,55.0,False
1788264900000,0.7120236252051728,2184,8,49.0,55.0,False
1788265200000,0.18974400615409906,4434,8,62.0,54.0,False
1788265500000,0.5868586258176085,2629,7,55.0,54.0,False
1788271800000,0.6835237749626096,3166,6,58.0,48.0,False
1788272100000,0.7767813191040511,5933,10,67.0,47.0,False
1788272400000,0.9143212489091669,6734,9,64.0,46.0,False
1788272700000,1.1185606260913108,6915,10,78.0,46.0,False
1788273000000,0.9980209966881896,8482,10,76.0,46.0,False
1788273300000,0.9862612481969115,7317,10,70.0,45.0,False
1788273600000,0.6555031736814848,9142,10,63.0,45.0,False
1788273900000,0.6557508071868174,8204,10,62.0,44.0,False
1788274200000,0.8904789391897874,5433,10,72.0,44.0,False
1788274500000,0.8292672046606876,5517,10,61.0,43.0,False
1788274800000,0.6788610843288747,8663,10,72.0,43.0,False
1788275100000,0.828329085833676,8126,10,68.0,42.0,False
1788275700000,0.6306917018423611,5151,7,45.0,41.0,False
1788278700000,0.3248200401795367,652,3,54.0,40.0,False
1788279000000,0.5966016573006946,2197,3,79.0,40.0,False
1788279300000,0.48202788655930295,798,2,70.0,39.0,False
1788279600000,0.650497823829488,1418,3,64.0,38.0,False
1788279900000,0.0,469,2,67.0,38.0,False
1788280200000,0.29186531057130793,828,4,63.0,38.0,False
1788280500000,0.7200588221863923,4875,9,69.0,37.0,False
1788280800000,0.7766743973516104,9584,10,43.0,37.0,False
1788281100000,0.3497489940264239,2820,7,51.0,36.0,False
1788281400000,0.7184613184569026,2169,9,67.0,36.0,False
1788281700000,0.8353450852281462,1764,8,46.0,35.0,False
1788282900000,0.8819324676396917,1300,4,82.0,34.0,False
1788288000000,0.906157206803641,6109,10,73.0,28.0,False
1788288300000,0.8200447071070155,3620,10,70.0,27.0,False
1788288600000,0.6633286624100497,3748,9,76.0,27.0,False
1788288900000,0.14089514502592526,262,6,78.0,27.0,False
1788289200000,0.45332997681510534,3132,8,78.0,26.0,False
1788289500000,0.8317934442833211,2118,7,74.0,26.0,False
1788289800000,0.807612751108068,3387,9,79.0,26.0,False
1788290100000,0.8033900636786261,3584,9,72.0,25.0,False
1788290400000,0.7181750629625847,6530,8,62.0,25.0,False
1788290700000,0.6249748226173611,3261,10,52.0,25.0,False
1788291000000,0.8217499895470382,3819,9,56.0,25.0,False
1788291300000,0.6412479315252317,2532,10,49.0,24.0,False
1788291600000,0.8755062074241433,9664,10,51.0,24.0,False
1788291900000,1.027279012964206,10123,9,53.0,24.0,False
1788292200000,0.6845438658443463,4035,10,48.0,23.0,False
1788292500000,0.5809007013605605,2730,10,58.0,23.0,False
1788292800000,0.8914590669278478,5755,10,55.0,23.0,False
1788293100000,0.6973394654209795,8485,10,48.0,23.0,False
1788293400000,0.02532113403311609,11097,9,48.0,23.0,False
1788293700000,0.6018439235696396,9079,10,52.0,22.0,False
1788294000000,0.9729248752544162,4717,10,54.0,22.0,False
1788294300000,0.7632257665296851,3293,10,43.0,22.0,False
1788294600000,0.7227755618077977,2494,10,62.0,21.0,False
1788294900000,0.7119096793770234,4219,10,60.0,21.0,False
1788295200000,0.8479259529440635,2846,10,55.0,21.0,False
1788295500000,0.8312295407165261,5034,9,46.0,21.0,False
1788295800000,1.2076600487752782,5765,10,44.0,21.0,False
1788296100000,0.9469454255216959,3757,10,44.0,21.0,False
1788296400000,1.0958622801132532,4641,10,44.0,20.0,False
1788296700000,0.6550687438188366,1332,6,58.0,20.0,False
1788297000000,0.7881747275948465,2198,10,43.0,20.0,False
1788297300000,0.6934854093917708,3260,10,38.0,20.0,False
1788297600000,0.9137261217845459,3686,10,38.0,20.0,False
1788297900000,0.4195557285727099,2627,10,43.0,19.0,False
1788298200000,0.5936615066567144,2295,6,40.0,19.0,False
1788299100000,0.8171124738999873,5203,10,52.0,18.0,False
1788299400000,0.6064559155346934,2890,9,54.0,18.0,False
